date,名称,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比
2026-07-22,广告营销,-1.88,-793702288.0,-7.2
2026-07-22,汽车零部件,-1.68,-804538768.0,-1.91
2026-07-22,数字媒体,-2.74,-820474672.0,-11.1
2026-07-22,游戏Ⅱ,-3.09,-995580144.0,-7.2
2026-07-22,游戏Ⅲ,-3.09,-995580144.0,-7.2
2026-07-22,集成电路制造,-1.66,-1100310272.0,-2.92
2026-07-22,汽车,-1.55,-1331492304.0,-2.3
2026-07-22,锂电池,-2.89,-1623674624.0,-4.44
2026-07-22,数字芯片设计,0.35,-1741633280.0,-0.82
2026-07-22,电池,-2.62,-2162705920.0,-3.34
2026-07-22,玻纤制造,-4.47,-2228455952.0,-9.6
2026-07-22,电力设备,-1.51,-2234780416.0,-1.37
2026-07-22,医药生物,-0.23,-2294766336.0,-1.49
2026-07-22,建筑材料,-1.39,-2311152880.0,-7.49
2026-07-22,玻璃玻纤,-2.82,-2320551024.0,-9.5
2026-07-22,元件,-2.28,-2787614464.0,-1.9
2026-07-22,印制电路板,-2.16,-2854390528.0,-2.46
2026-07-22,传媒,-2.07,-3014066560.0,-7.41
2026-07-22,面板,-2.54,-3600183808.0,-10.77
2026-07-22,光学光电子,-2.61,-3955688192.0,-6.57
2026-07-22,通信网络设备及器件,-1.43,-4867847680.0,-3.13
2026-07-22,通信线缆及配套,-4.59,-5093261824.0,-11.51
2026-07-22,电子,-1.71,-6201864192.0,-0.71
2026-07-22,通信设备,-1.17,-9539451136.0,-4.37
2026-07-22,通信,-0.85,-9635357184.0,-4.02
