date,名称,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比
2026-07-28,计算机设备,-0.65,-2478276160.0,-7.55
2026-07-28,计算机,0.58,-2609052928.0,-2.25
2026-07-28,半导体材料,-6.16,-2739825664.0,-5.6
2026-07-28,自动化设备,-2.17,-2743591984.0,-7.83
2026-07-28,非银金融,-0.88,-3020317744.0,-7.99
2026-07-28,国防军工,-2.0,-3087226480.0,-6.65
2026-07-28,证券Ⅱ,-1.72,-3203631344.0,-12.33
2026-07-28,证券Ⅲ,-1.72,-3203631344.0,-12.33
2026-07-28,面板,-1.43,-3252765952.0,-14.5
2026-07-28,光学光电子,-1.06,-3284257024.0,-7.15
2026-07-28,通信线缆及配套,-5.71,-4092417184.0,-15.63
2026-07-28,机械设备,-1.02,-4502887168.0,-3.34
2026-07-28,有色金属,-1.94,-5379413504.0,-6.18
2026-07-28,电力设备,-1.47,-5792864000.0,-3.8
2026-07-28,集成电路封测,-6.55,-5802106624.0,-14.59
2026-07-28,消费电子零部件及组装,-2.87,-5962532864.0,-10.04
2026-07-28,消费电子,-2.63,-6080220416.0,-9.66
2026-07-28,印制电路板,-6.41,-11136259840.0,-16.12
2026-07-28,元件,-5.81,-12714497536.0,-13.66
2026-07-28,通信网络设备及器件,-6.34,-16601798144.0,-12.29
2026-07-28,数字芯片设计,-6.38,-17725039360.0,-10.22
2026-07-28,通信设备,-3.69,-20908968704.0,-11.89
2026-07-28,通信,-2.49,-21204700672.0,-11.24
2026-07-28,半导体,-5.99,-31670708224.0,-8.13
2026-07-28,电子,-4.23,-55941357568.0,-8.64
